sigma, x , y
1.0500000000000003,0.551811,0.592124
0.9900000000000001,0.586583,0.582456
0.9300000000000002,0.592793,0.550143
0.9100000000000001,0.610614,0.604528
1.0700000000000003,0.616725,0.570774
1.0500000000000003,0.648518,0.561704
1.0100000000000002,0.641649,0.59585
0.9300000000000002,0.673291,0.584602
1.0700000000000003,0.705097,0.574135
0.9700000000000001,0.730921,0.597312
0.9100000000000001,0.697831,0.605297
1.1100000000000003,0.774073,0.552332
1.0900000000000003,0.739236,0.563937
0.9900000000000001,0.766458,0.586321
0.9100000000000001,0.791776,0.60913
0.9700000000000001,0.798805,0.575807
1.0500000000000003,0.821681,0.598347
1.1300000000000001,0.832297,0.565361
0.81,0.855982,0.587908
1.0500000000000003,0.865869,0.551924
1.0100000000000002,0.887151,0.577102
1.0900000000000003,0.918063,0.565459
1.1100000000000003,0.912879,0.600332
1.0100000000000002,0.977206,0.576429
1.0300000000000002,0.952795,0.555962
1.0300000000000002,0.945692,0.588594
0.9900000000000001,0.97037,0.610262
1.0100000000000002,-0.00499027,0.630411
0.9900000000000001,-0.0148383,0.662361
1.1100000000000003,0.0183441,0.653336
1.0100000000000002,0.0290381,0.621655
0.9900000000000001,0.0629525,0.613537
0.9700000000000001,0.0525459,0.646204
0.9300000000000002,0.0848915,0.637148
1.0100000000000002,0.108393,0.659949
0.8700000000000001,0.0755544,0.666469
1.0100000000000002,0.15042,0.616947
0.9300000000000002,0.116461,0.628191
1.0100000000000002,0.140622,0.649835
0.9900000000000001,0.166042,0.672488
1.1100000000000003,0.174423,0.641613
0.9700000000000001,0.207805,0.633041
1.0700000000000003,0.229563,0.656486
0.79,0.197442,0.664368
1.0100000000000002,0.271302,0.614969
0.9700000000000001,0.239431,0.622751
1.0700000000000003,0.26284,0.649184
1.1300000000000001,0.29617,0.640689
0.9500000000000002,0.320838,0.662832
1.0100000000000002,0.329409,0.629832
1.0700000000000003,0.354985,0.652679
0.9300000000000002,0.395875,0.607974
1.0700000000000003,0.361792,0.618967
1.1300000000000001,0.390232,0.640536
0.9100000000000001,0.42292,0.633624
0.9500000000000002,0.415143,0.664657
1.1300000000000001,0.448866,0.654749
0.9500000000000002,0.455439,0.621797
1.0500000000000003,0.481135,0.642104
0.9500000000000002,0.489086,0.611386
1.0500000000000003,0.514397,0.633802
1.0700000000000003,0.546471,0.623872
1.1500000000000001,0.539799,0.658529
0.9100000000000001,0.506357,0.664073
1.0300000000000002,0.580206,0.614983
1.0500000000000003,0.573364,0.647768
0.9900000000000001,0.604549,0.638606
0.9900000000000001,0.596385,0.670628
0.9900000000000001,0.635591,0.628248
0.9900000000000001,0.629907,0.659308
1.0100000000000002,0.66695,0.616502
0.81,0.660833,0.646328
1.1100000000000003,0.693408,0.638558
0.9500000000000002,0.725696,0.629902
1.0100000000000002,0.689405,0.672518
0.9300000000000002,0.721007,0.662258
1.1300000000000001,0.757569,0.618008
1.0300000000000002,0.751133,0.652706
0.8900000000000001,0.782317,0.6409
1.0100000000000002,0.814261,0.631424
0.8300000000000001,0.81008,0.659319
1.1100000000000003,0.847466,0.620464
0.9300000000000002,0.839346,0.654812
1.0900000000000003,0.880292,0.609457
1.1100000000000003,0.875466,0.645998
1.0500000000000003,0.907863,0.635531
0.8900000000000001,0.89635,0.672369
0.9500000000000002,0.93784,0.621338
0.9900000000000001,0.960889,0.641556
1.0500000000000003,0.928042,0.663349
0.77,0.957016,0.670743
1.0900000000000003,0.00955721,0.687512
0.8900000000000001,-0.00155605,0.718167
0.8700000000000001,0.0412756,0.676582
1.0500000000000003,0.0329576,0.711301
1.1100000000000003,0.0661216,0.698459
1.0500000000000003,0.0910206,0.724441
1.0100000000000002,0.0998354,0.691617
0.9700000000000001,0.0578906,0.732177
1.0700000000000003,0.133857,0.684319
0.9500000000000002,0.123368,0.715598
1.0900000000000003,0.159452,0.708765
1.0700000000000003,0.19133,0.695903
1.0500000000000003,0.224926,0.690505
0.8700000000000001,0.181377,0.733633
1.2300000000000002,0.215251,0.725211
1.0900000000000003,0.258064,0.682781
0.9700000000000001,0.250216,0.717353
0.9100000000000001,0.290769,0.674557
1.0500000000000003,0.282331,0.706566
0.9500000000000002,0.313561,0.69383
1.0700000000000003,0.309134,0.728444
0.8500000000000001,0.346083,0.683579
1.0900000000000003,0.342583,0.715291
1.0300000000000002,0.381242,0.673694
0.9300000000000002,0.374513,0.705409
0.9900000000000001,0.405344,0.694587
1.0100000000000002,0.39898,0.726428
0.8300000000000001,0.442602,0.685539
1.0900000000000003,0.430703,0.716684
1.0300000000000002,0.476506,0.676404
1.0100000000000002,0.465659,0.706724
0.9300000000000002,0.503866,0.697122
0.8300000000000001,0.525761,0.719525
0.8900000000000001,0.53365,0.69168
1.0700000000000003,0.493363,0.728776
0.9500000000000002,0.565349,0.680191
0.8500000000000001,0.556908,0.709921
0.8900000000000001,0.587938,0.701313
1.0300000000000002,0.581566,0.732143
0.9300000000000002,0.621252,0.690045
